@relation '6HumanCoded Dataset. Positive and negative scores correspond to the average judgement of at least 3 annotators. More info at: http://sentistrength.wlv.ac.uk/ '

@attribute content string
@attribute pos numeric
@attribute neg numeric

@data
'to all the wonders that swim in the stream who hang around me...you are marvellous and inspirational and this past year devine :) gratitude',3,1
'Daughter\'s been *killing* it on video chat with Grandma. I\'d put her on that ChatRoulette thing if that weren\'t  like  awful parenting. #fb',1,3
'John Pilger - Pepsi vs Coke in The Ice Cold War http://tinyurl.com/y9e3dgd John Pilger - Apartheid Did Not Die http://tinyurl.com/yb48zl6',1,1
'hi sulli  i beleive  then reply my tweets hihi :) RT @realSULLI why do some people dont really believe my account.',2,2
'Nieuw Amsterdam?s Life & Tender Boats Make Their Way to the Yard (Cruise Addicts) http://tinyurl.com/y9b95mx',1,1
'[HOMESERVER]At Risk: My Movies installe Windows Media Encoder 9  veuillez ne pas arr?ter ou red?marrer votre Windows Home Server.',1,1
'@corynathan I wish! I might have to quiz you after  especially about Daniel Burkas talk.',2,1
4480??,1,1
'RT @vltrgn: RT @aainaanasibah happy Sunday!',3,1
'?1?: How to MAVERICKS SURF 11/7/09: THE FIRST PADDLE DAY OF THE YEAR. PETER MEL  ION BANNER  TYLER FOX  NA... http://bit.ly/bExblM Let\'s go',1,1
'Wish I was in Barcelona at the Mobile World Congress this week: http://bit.ly/4yTlYI Friends going. Maybe next year schedules will work out.',1,2
'The next person to tell me that flirting is harmless will be getting slapped on sight... Flirting plants seeds...',1,2
'RT @NelenaBieber: okay! this is like my 100th tweet for #Nelena4Vday ...still not on tt?? really??',2,1
'RT @romeoMARVELOUS: #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHearts #GagaAteOurHea',1,1
'RT @weLOVEsue: #GhettoVdayGifts watchin movie BET blackbuster...and then the AIDS commercial comes on... #awkwardmoment',1,1
'@todofandadisney http://twitpic.com/139jkz - jose',1,1
'Stamkos scores for T-Bay...and Walker/Prust square off.',2,2
'http://twitpic.com/1395mn - More meadow thanks to @kstew411',2,1
'The extra benefit of a Modulating Boiler',2,1
'You could have a hard time letting go of your ambitions now  b... More for Capricorn http://twittascope.com/twittascope/?sign=10',1,2
'Dodi and Diana wanted a wedding made in heaven ... ... http://bit.ly/aPoPkJ',2,1
'great song!!! (YouTube http://youtu.be/a1sf2CzEq0w?a)',3,1
'dropping off the girls back home to YPO',1,1
'i wanna meet @Jillisalynn so i might have to come to my homie jheri party..',2,1
'@CourtneySit my kitchen\'s so tiny if I don\'t put them away I have to walk on tippy-toe around my lounge to get anywhere',1,3
'Wew! Whose cat?? RT @ayubabe: RIP Casper...kucing di london yg suka naik bis tiap hri...hiks.. http://myloc.me/3OAUz',1,1
'Oh my lord  a group of Melissa Marie wannabes have walked into the restaurant. Not everyone can get away with the look. Eeeek.',1,2
'Wtf. There\'s a pot deal going down in front of my house..o_O THIS ISN\'T STOCKTON  DAMNIT..',1,3
'@michaelgmassey is a bad influence. my liver hates me.',1,3
'lol u righttt...and why u change ur name AGAIN. RT @MissOfficiEllE be nice to All the single ladies *beyonce voice* youre taunting them..',2,2
'I\'m at a loss for jokes right now lol I need sumn\' in my system!! (Austin Powers\' voice) Somebody stole my mojo!',2,2
'RT @Reactor105: Yo Soy Tu Amigo Fiel - Toy Story http://www.youtube.com/watch?v=5B3rG1CI4hQ',1,1
'Ollie Hales`s (United States  North Carolina) testimonial how to make money online for free.',2,1
'@badyellowchick i said great minds...how\'s the insulting you?....you\'re so ungrateful smh  women',2,3
'#fancy RT @koball: Sporting a bowtie tonight at we hit Minerva\'s for a Valentine\'s Evening out with my girls.',2,1
'just joined a video chat with 6 other people at http://tinychat.com/lauryxxoyoutube #tinychat',1,1
'I favorited a YouTube video -- Behind the Scenes - Monica Bellucci by Craig McDean http://youtu.be/7wH3DcBpqbI?a',1,1
'@realGTRUTH I heard the moto was better.',1,1
'RT @BirdWatchingMag: We\'re on our third day with @birdingholland - just a handful of species short of 100. Can we hit the century? Don\'t bet against it',2,2
'Money Making Marketing For Loan Officers.: New Money Making Marketing E-book For Mortgage Loan Officers. Increase ... http://bit.ly/c1eGlz',1,1
'@jesscann They probably just want to draw people in and then when you\'re there they\'ll tell you the real price.',1,2
'Join Educators 2.0! http://bit.ly/4TqBAe',1,1
'@TheBotLebowski Shut the fuck up Donny! http://www.youtube.com/watch?v=MjYJ7zZ9BRw',1,3
'@heidianderson Thanks for the RT Heidi..',2,1
'RT @icarusaccount: Happy Valentines Day everyone! tell someone you love them today <3',3,1
'ADUUUH another mencret dramaRT @mamunBANDIT: Kalo mau sedikit saja buka hatilo!! http://myloc.me/3Ob51 http://myloc.me/3OhxW',1,1
'Took the Tom ou Bill? quiz & got: Bill! What about you? ? http://bit.ly/cqyoPu',1,1
'@barretttv they are going to talk to the prisoners regarding loving their spouses. Or cell mates.',2,1
'Burger test w/ Hays ? at Moonies Burger House http://gowal.la/s/2PM7',1,1
'Off for now folks - Hopefully will be able to phone @KrispinDavies. Tw33t ya later.',2,1
'AWESOME!! My dream last night was just a little too influenced by Woodstock.',3,1
'Do IT!! RT @ClintonSparks: I want to start club tonight with your all I need by MJB & Method Man (cont) http://tl.gd/90ilp',1,1
'@EddieGrayy lmaolmaolmao. I\'m tweeting it once more because @gescapes told me so. Clearly I do what othres tell me to do.',1,2
'@RobinRahardian @janejelica: in 2 hours  the meat-ball baby will be 1 year old! ? RT: Techno family http://tweetphoto.com/11383728',1,1
'? Nelson Riddle - The Theme From Route 66 http://somafm.com #nowplaying',1,1
'doing my annual valentines day reflecting  and i\'ve really only come to one thing.',1,2
'I finished my fourth can of Coke WTF.',1,2
'I don\'t give a shit about Valentines  i\'m pissed that i have no access to the new Uffie album!!',1,3
'@x_OneLoveJB YESSS! HAHA. Those posters are awesome! :D I can stare at them all day long! xD',3,1
'Thr R times  tht I test yr faith \'til U think U might surrender. Baby Im  Im not ashamed 2 say  tht my hopes wr (cont) http://tl.gd/919hr',1,2
'So my kids hockey organization is putting on a fundraiser to purchase Sadie\'s WheelChair Adaptive stroller.. they told us today!!',2,1
'Kalimantan dit hehe RT @adidid: dmn tuh len? RT @ellnh: Lampion raksasa http://tweetphoto.com/11350657',1,1
'@Preach8 me too. I\'m disappointed. Expected better from the dunks.',1,2
'I uploaded a YouTube video -- aster cafe r an b singer live.mp4 http://youtu.be/oUSx_D4Zb6Y?a',1,1
'My babyshowed up to Love the kids too. @BozackJenkins I\'m so glad you are here boo.... http://twitgoo.com/dy32x',3,1
'This American Life\'s Ira Glass on the art of storytelling http://is.gd/8nkPy',1,1
'@SlapHoAssNiggas Y nt  its #vday Heather...I dnt hve a Valentine sooooo I gotta gt sum1 wifey... http://url4.eu/1OqNs',1,2
'Open Question: My PSP home button opens but dosn\'t work.? - http://tinyurl.com/yaqfqjo',1,2
'live about to pick the mitchel musso autograph winner come watch!!!! (Broadcasting live at http://ustre.am/cnDW)',2,1
'RT @BeckyMcGrory: @ChelceeMusic you supporting lady gaga? x <---- Haha! I wish! Maybe 2years! I just have a show of my own tonight! X',2,2
'I gotta go now.... Breakfast  take a shower and stuff',1,2
'@aainthea LOL you are silly. its just something that comes with the Job',2,2
'START NOW- Don\'t waste time-Get A Piece of The Tycoon\'s Business Empire. Live Life & Dream Big http://budurl.com/ws5a',2,1
'@IamPhoReal gotta learn to not let them stress u  boo we can\'t let prettiness go to waste!',1,2
'Update: Brief Tampa interview with Allison and Kris @alliholics http://bit.ly/cxCLzl',1,1
'@_DazedDr33m3r_ bad romance isnt really at the best part  so if you want i could make another one if you dont like this one. just lemme know',2,2
'Loving Venus is your key planet and she is in high demand toda... More for Libra http://twittascope.com/twittascope/?sign=7',2,1
'Louis Armstrong has a new song coming out! http://www.npr.org/templates/story/story.php?storyId=123653650',2,1
'NOW PLAYING ON FREDNETRADIO: Long Tall Sally - Little Richard. Greatest Music of All Time.#fb http://FredNetRadio.com',1,1
'kaw din ah careful ka sakin Bka we ended up of hookin up din.  --fcuk! fcuk! kinikilig ako!haha. the return ... http://plurk.com/p/3s2xz9 ',1,2
'My new post is up with a surprise video http://basma-aal.blogspot.com/2010/02/us-for-haiti.html #wearetheworld25forhaiti',1,1
'Oh.MY.GOD! http://www.youtube.com/watch?v=Kf2X6s6jHbI',1,1
'if u have read any of my tweets ..and it applys to u #giveupmusic',1,1
'@webosaurpercy i\'m fine lol xd Club Penguin coin code on my blog!',2,1
'I love my date @tinacookie',2,1
'Harold Ford\'s Tax Problem: Will File First New York State Tax Return This April:',1,2
'RT @ParisHilton: Happy Valentines Day Everyone! Hope you have someone to spend it with and that you remembered to buy a gift or card for your loved one. :)',3,1
'Lol YB RT @itsmefresh: RT @slickydee: All hail the ginger king @itsmefresh #watiido?? on the chillz boss...lol fresh outa church',2,1
'Honest time: I hate some of my a$$ hole managers. Never felt this way towards my boss ever before!! I miss green bay bby',1,3
'@rantbuster what are you doing tonight?',1,1
'?Worrying is using your imagination to create something you don\'t want.? ? unknown Be positive! http://bit.ly/2ie5j1',2,2
'@geekoo n thnk god i dnt have a boss right now..teachers and parents can suffice fr now..!!',2,2
'Daddy kasar dan arogan RT @nastyline: Sink nyak cang ngeprove ci! Asshole ci! Nyen kaden ci iban ci? Talk to my fist  biatchhhh',1,1
'#books #hot #trend #4: Change Your Brain  Change Your Body: Use Your Brain to Get and Keep the Body You Have Alway... http://bit.ly/4t2Sc1',1,1
'RT @marlonlwayans: #lilduvalsarmsso short he do a hand stand and scrape his head on the floor',1,2
'@sezeeen nah my mum wanted to see what it was like.',2,2
'@Grizzlyfish of course I did  I always miss you MWAH MWAH',3,2
'http://twitcam.com/f3n2 - Fran & MATH',1,1
'@BigHomieDoe video on the 18th? whoa i gotta outswag all the other people gettin cameos  what song? im wearing a poncho to ur shit!',1,2
'tryna upload a pic and twitter is trippn lol welp i tried',2,2
'@bonesbird my brain keeps traveling in the wrong direction',1,2
'RT @OMGthatssotrue: There\'s always that one person who always catches you doing something weird. #omgthatssotrue',1,2
'RT @DavidCarlson1: Can\'t wait for the Death Race prequel! -> http://tinyurl.com/yklonxw',2,1
'Going to sleep feeling misserable and getting ill again',1,3
'@natasharadmehr that\'s true. on a related note  do you know if Susan Boyle is on twitter?',2,1
'Cyz he\'s a lib. RT @nscrwriter: Why is everyone so surprised that Brian Williams is a #NASCAR fan? Thought it was pretty well known already.',1,2
'TOP 100s by Year ????????? ??1975? Paul Simon ?50 Ways to Leave Your Lover ????~',1,1
'RT @SnookeyBaby: Sigh* :) ---whts the matter?',2,2
'@jq04 Lol Didnt Any One Warn You Thats Like Against Drinkin Rules ! Lol I Neverr Doo That I Wake Up W. My Stomach In KNOTS Lol',2,3
'I have no idea Rinko acted at liar game 2!!',1,2
'@joelzougira @kpindreswari bsk gw mau nyuruh dia triak2 sir yes sir! no sir  im sorry sir! on my face sir! Ooh..thank you sir! biar sexy!',1,1
'well  do you? http://www.youtube.com/watch?v=bGzgUiaxCKM&feature=related',1,1
'Support Lace Up Save Lives  add a #twibbon to your avatar now! - http://bit.ly/7P3atY',2,1
'Not feelin so good.: http://chatter.com/a/1yeto',1,2
'God Hates Fags lists of bands that will produce a gay child http://bit.ly/cE715I Who comes up with this stuff and what kind of drugs?',1,3
'PC Heads for the Heights ? Human Planet. On location with this ...: As we walked up the red carpet and onto the he... http://bit.ly/bKNbvP',1,1
'Just took Where\'s Your Perfect Kissing Spot? and got In the Rain http://r.myyearbook.com/3h',1,1
'At least you know RT @beforetheehype: but I\'m not getting him a real gift on the side like he got me. that\'s fcked up right? *shrug*',1,2
'Follow the official #Olympic twitter account @2010tweets',1,1
'Sign up free and Expand your Twitter followers using http://FollowersTrain.com',2,1
'Kid Cudi will not leave my head. Ah!!!',1,3
'Farmers Introduces New Texas Next Generation Home Policy (Business Wire via Yahoo! Finance)... Home Insurance http://twirhl.com/u/4Qd',1,1
'@HelpMeRick That sounds like a great marketing technique to boost biz....you & @talkingdigital should have a friendly showdown! #gjco',2,1
'@kathrynyu I think it has to do with the symbolic luck part. WHICH HAS NO PRICE.',3,1
'@whereisivana which movie are you watching  and did you like it? replied to your tweet: http://bit.ly/cwDc8D',2,1
'*Snooki punch!* RT @YourMomLoves_it: Customer at work just told me my shirt looks stupid. Hahahaha. Awesome.',2,2
'?4.3 million will be invested by UK into online scams investigative team',1,1
'dotCommonweal ? Blog Archive ? Tourism and Pilgrimage: The current Christian Century has a nifty interview with tr... http://bit.ly/c4oKcD',1,1
'I got to be the most famous regluar nigga in the game. Who fucking wit me right now?',2,2
'RT @AntixOnline: Women are always moaning about the things guys will say to get into their pants... Bitch  try being a successful DJ!!!!',1,3
'browsed a Toys R Us and two Targets  no toys were bought...oh well...better luck next time.',1,2
'Facebook App by artpublish1 http://bit.ly/cP50Lc',1,1
'and then there was dude who was doing psychedelic weird marijuana shit moves in front of the bar completely freaked me out',1,3
'#nowplaying Pink- Please Dont Leave Me  I can cut you into pieces... when my heart is broken @AlistAnt',1,2
'i\'m sooo happy for @MikeHoughUK :D it\'s all so EXCITINGGGGG :D',4,1
'@DJEIGHTMILE wassup my dude i like what u do i wanted to talk bizness with you',2,1
'@lildeegodsgift I aready kno .. Lol',2,1
'I\'m at o2 Tower (Georg-Brauchle-Ring 50  Munich). http://4sq.com/6mUQRj',1,1
'Tarantino\'s Western Will Be A Slavery Adventure: He\'s calling it a Southern. http://bit.ly/bU5ZnL',1,1
'just voted Miley Cyrus on Which Disney Star will still be popular in 5 years? vote too ? http://bit.ly/QztFD',1,1
'Watch My Name is Khan....its worth watching......the Trio(SRK Kajol KJ) proved again.....',2,1
'Obsessed with Mario Bros Galaxy on the Wii. @iamglenn and I can\'t stop playing.',1,2
'You are my fire',1,1
'RT @ButsyInMyBed: @rbutler7 im waiting for you to tweet duuudeee :D come onlineee xx',3,1
'how does someone dick you over on valentines day? :(',1,2
'RT @discountgamesUK: 1 lucky winner will #WIN this GAME when we have 1 000 followers http://bit.ly/cREZW4 RT & Follow 2 enter! #comp',2,1
'Not so chilly out..............I\'m feelin this yeah and I likie',2,2
'I got my pops whip right now and this nigga aint got NOOO heat. Smh',2,3
'I\'m just going to bed. I think I might be b-polar.',1,2
'thanks RT @danielhamsi: #FOLLOWMONDAY @nadyey @si_satria @irinyyyyy @heymisella @vanniadwini and follow me @danielhamsi',1,1
'The funny part is when the bottle popped n i got paranoid. lmao! http://www.youtube.com/uniq72#p/u/3/frR5mzRdbRY',2,2
