@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'@Wilko_LR  &quot;Google to launch iTunes AND Spotify rival? http://t.co/SralgsCi??????? need to start using #google+',google,neutral
'Dear #Google I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology',google,positive
'#Google to stop giving referral data - by moving to #SSL? http://t.co/wTjiX29b',google,neutral
'How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning',google,neutral
'Samsung Galaxy Nexus vs. Galaxy S II Nexus One and Nexus S (macro hands-on) http://t.co/F9l7GnWT #Google #NexusS',google,neutral
'Google steps up its privacy game launches Good To Know http://t.co/zqJU1pth #innovation #google #privacy #technology #internet #web',google,positive
'???????@rianru: #Google ??????????????????????????????????????????? ???????????????????? ????????????????????????? #Android 4.0 http://t.co/ttgycujs??????? #Vfacebook',google,neutral
'RT @iPadPowerUsers On Google+ then go here http://t.co/nCqrwPYb #GPlus #Googleplus #Google #teamfollowback???????',google,neutral
'#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo',google,neutral
'On Google+ then go here http://t.co/XP4apWAH #GPlus #Googleplus #Google #teamfollowback #socialnetwork',google,neutral
'quick hands on #Galaxy #Nexus by #Samsung #google #android #ICS #4 #icecreamsandwich http://t.co/22cF2m6d',google,neutral
'Very cool #Google browser \'\'Chrome.',google,positive
'#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!',google,positive
'#Google #NexusPrime Spec sheet: http://t.co/iuYKWVRQ #Android #Mobile',google,neutral
'Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo',google,neutral
'#Google and #Samsung reveal the #NexusPrime running the #IceCreamSandwich...#Mobile #Android',google,neutral
'#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices too) http://t.co/4x69YDfE',google,neutral
'#Samsung #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU',google,neutral
'RT @bleublancrouge_: Surprising !Google\'s Management Isn\'t Using #Google+ : http://ow.ly/6QuOk @degusta',google,neutral
'#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva',google,neutral
'#Android #Google Ice Cream Sandwich UI enhancements ???????? a new spin on Android http://t.co/DAPpm4av #DhilipSiva',google,neutral
'Ice Cream Sandwitch comes alive today #android #google',google,neutral
'#google+ is really confusing..',google,negative
'RT @tatn: #Google #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android',google,neutral
'#Google is seriously my muthafuckin\' best friend.',google,positive
'#Android #Google Texas Instruments: ???????It????????s Not the Number of Cores It????????s Sophistication??????? http://t.co/aXDKhkb0 #DhilipSiva',google,neutral
'#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva',google,neutral
'#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva',google,neutral
'The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43',google,neutral
'#Android #Google Video: Google????????s Nexus site updated with new device and ICS features http://t.co/rZBmyLTV #DhilipSiva',google,neutral
'is mulling #google+ but hmmm just aint shore bout nuther social media profile.',google,negative
'I would also like ice Cream Sandwich on my phone #google #android http://t.co/uTHuUECJ',google,neutral
'#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy',google,neutral
'RT @raovallab: How #Google Ventures Chooses Which #Startups Get Its $200 Million http://t.co/UGsBdxQm via @mashbusiness @mashable',google,neutral
'Maybe not the most efficient way to browse but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel',google,positive
'RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android',google,neutral
'RT @AndroidTopNews: Nexus Prime rumored to be released on Nov. 3 http://t.co/77HbvLjI #News #google #Ice_Cream_Sandwich #ics #Nexus_Prime',google,neutral
'@jowyang it\'s difficult to pass up #google+ considering the social seo benefits of google+ vs facebook',google,positive
'Samsung Galaxy Nexus &amp; Android 4.0 Quick Specs - http://t.co/s1QfUznv #galaxynexus #android #ics #samsung #google',google,neutral
'Android 4.0 SDK now available #google #android http://t.co/TBtuewi1',google,neutral
'Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn',google,positive
'RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster',google,neutral
'It\'s not Google vs Apple. It is Apple &amp; Google vs the old way - GigaOm http://t.co/LJlc6YzS #google',google,neutral
'RT @TecBuzz: Google steps up its privacy game launches Good To Know http://t.co/22QbKMpG #google',google,neutral
'#Android #Google What????????s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva',google,neutral
'#Android #Google Galaxy Nexus http://t.co/GXVKqi6z #DhilipSiva',google,neutral
'I agree with @wellis68 that the &quot;Hangouts&quot; on #Google+ are friggin\' awesome!???????',google,positive
'Hmm Google I really need a new phone. Please release the Galaxy Nexus asap! #android #google',google,neutral
'The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster',google,neutral
'#Google confirms that the Nexus S will actually get the ice cream sandwich update.',google,neutral
'http://t.co/Pl4ZeEvH - Android 4.0 SDK now available #google #android http://t.co/sVlrVxTR',google,neutral
'http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF',google,positive
'RT @theunlockr: Nexus S will get Ice-Cream Sandwich too - #Google - http://t.co/Igq9kdIL #android #samsung #ics',google,neutral
'ATHEN\'s review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman',google,negative
'#google #galaxynexus #icecream great',google,positive
'@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich',google,neutral
'Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google',google,neutral
'Nexus S will get Ice-Cream Sandwich too - #Google - http://t.co/Igq9kdIL #android #samsung #ics',google,neutral
'#Android #Google Android 4.0 Ice Cream Sandwich ???????? All New Core Applications Overview http://t.co/XLtT7Wr9 #DhilipSiva',google,neutral
'#Android #Google New UI and Core Features in Android 4.0 Ice Cream Sandwich Overview http://t.co/BD2omnIb #DhilipSiva',google,neutral
'#Android #Google Android 4.0 Ice Cream Sandwich Has Hardware Acceleration http://t.co/ijWr1mUJ #DhilipSiva',google,neutral
'#Android #Google Ice Cream Sandwich Feature Closer Look - Redesigned Lock Screen And Virtual Button Bar http://t.co/FqsPN4An #DhilipSiva',google,neutral
'RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news',google,neutral
'Check out my NewU column on #Google and their political contributions http://t.co/beThJclq',google,neutral
'RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It\'s fast and has a nice screen - http://t.co/9RwvaUkq',google,neutral
'The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It\'s fast and has a nice screen - http://t.co/9RwvaUkq',google,neutral
'On Google+ then go here http://t.co/18qxaSp2 #GPlus #Googleplus #Google #teamfollowback #socialnetwork',google,neutral
'#so #society #network #google #empowerment http://t.co/bYn1njee notes #Facebook should not be taken lightly',google,neutral
'Like to get my hands on an ice cream sandwich #android #google',google,neutral
'#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/Ac8JPjPK',google,neutral
'Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google',google,negative
'#Android #Google HTC on ICS: \'reviewing its features and functionality to determine our upgrade plans\' http://t.co/GrhboOar #DhilipSiva',google,neutral
'HTC on ICS: \'reviewing its features and functionality to determine our upgrade plans\' http://t.co/UdkGr3Cb  #android #google',google,neutral
'RT @Stephaniezogrh Samsung Google Unveil Latest Android OS Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech',google,neutral
'@rohit_bmw Rohit thanks for being part of my #google+ network!',google,neutral
'The awkward moment when google #chrome take a hell of a lot time to load #googleplus #google',google,negative
'Ice Cream Sandwich is out!   http://t.co/YyceZpDy #android #ios #ics #google',google,neutral
'RT @BuzzzIt: BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet',google,neutral
'Google encrypts searches: http://t.co/q8inLdFy #Google',google,neutral
'Samsung Google Unveil Latest Android OS Phone - PCWorld  #google',google,neutral
'#Samsung #Galaxy Nexus to Launch on Three of UK http://t.co/xaXnOPO6 #talkandroid #google #networkspecs #nttdocomo',google,neutral
'Great Mission :: Ice Cream Sandwich #Google mission was to build a mobile OS that works on both phones and tablets',google,neutral
'RT @lcashdol: Too bad #google didn\'t have a tribute graphic for #DennisRitchie.',google,neutral
'Like traditional VC firms Google Ventures makes its investment decisions solely ...  #google #ventures #spencer http://t.co/TBGqSFos',google,neutral
'Noarchive is used to restrict search engines from saving a cached copy of the page #Google',google,neutral
'The next #Google #Nexus phone is here!!. http://t.co/edSwoXoC',google,positive
'#Google to begin defaulting logged-in #users to #secure #search: According to a blog post by??????? http://t.co/64Cj3GuH',google,neutral
'Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google',google,positive
'#Google Wallet now supported by seven new retailers [video] http://t.co/LCrWw4ld via @BGR',google,neutral
'WOW that #AmberCole video hit #Google!! I\'m done haha.....',google,neutral
'RT @AccessNetworks: We\'re waiting patiently for Google+ business pages. Anyone else wanting to jump on board? #avtweeps #google+ http://t.co/ro9WQqsX',google,neutral
'#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September for ... http://t.co/G0ElVRVJ #TCN',google,negative
'RT @MarcDaley: #Samsung #Google announce new phone and then the #Apple #AppleStore goes down. A little strange or am I reading too much into this?',google,neutral
'Why Google+ Has Uphill Battle Vs. Facebook: Sean Parker http://t.co/L8RSX1Yf #google',google,negative
'Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone',google,neutral
'#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google',google,positive
'#Android #Google Ice Cream Sandwich Official Video http://t.co/ppH5CW1p #DhilipSiva',google,neutral
'Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus',google,neutral
'My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie',google,neutral
'RT @LCmediaHouse: 4chan\'s Chris Poole: #Facebook &amp; #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia',google,negative
'#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google',google,positive
'Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google',google,negative
'Ice Cream Sandwich Android: #IceCreamSandwichAndroid  #Ice #Cream #Sandwich #Android http://t.co/pVRaHhxR #google #youtube',google,neutral
'RT @fucktec: #Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices too) http://t.co/RajAK9P2',google,neutral
'I\'m not a windows phone fan but I\'m a #Metro UI fan which IMO has been fortunately (or sadly) copied by #Google into #ICS.',google,neutral
'RT @LCmediaHouse: #Google vs Facebook: Get the Whole Picture for Your Marketing http://t.co/tm2xaijB  #SocialMedia',google,neutral
'I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now',google,neutral
'#google #galaxy #nexus intro video #samsung #ICS #android #4 http://t.co/tOGMpP8I',google,neutral
'#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google',google,neutral
'#Samsung #Google announce new phone and then the #Apple #AppleStore goes down. A little strange or am I reading too much into this?',google,neutral
'Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google',google,neutral
'Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mobile blog)Beaming a vi... http://t.co/Q2mvqxJf #google',google,neutral
